N_CAT	ANO	MÊS	N	TÍTULO	AUTOR	EDITORA	CATEGORIA	VENDAS	ISBN	Num_Pag	url_img
0	2011	2	8	A Última Música	Nicholas Sparks	Novo Conceito	Ficção	4.931	978-85-63219-07-7	400	https://www.publishnews.com.br/estaticos/uploads/livro/201009201106373951199167663.jpg
0	2011	2	9	1808	Laurentino Gomes	Planeta Do Brasil	Não Ficção	4.779	978-85-76653-20-2	408	https://www.publishnews.com.br/estaticos/uploads/2015/08/XaCIqllM86TMxuB6ihP3170WUUMuxTx2lgRk9FAyJ6Txm9dKWvj3OX2pUeNKQFFsBK73KN7URVrp2b8T.jpg
0	2011	2	10	Fora De Mim	Martha Medeiros	Objetiva	Ficção	4.444	978-85-39001-12-5	136	https://www.publishnews.com.br/estaticos/uploads/livro/forademim.jpg
0	2011	2	11	3096 Dias	Natascha Kampusch	Verus	Não Ficção	4.280	978-85-76861-07-2	225	https://www.publishnews.com.br/estaticos/uploads/livro/3096%20dias.jpg
0	2011	2	12	O Milagre	Nicholas Sparks	Agir	Ficção	4.166	978-85-20924-82-2	239	https://www.publishnews.com.br/estaticos/uploads/livro/o%20milagre.jpg
0	2011	2	13	O Monge E O Executivo	James Hunter	Sextante	Negócios	4.087	978-85-75421-02-4	144	https://www.publishnews.com.br/estaticos/uploads/2015/07/CjlXUUI3ZPUy92oz4ZzL2KrFM4hpsZq0xmyZ6OgxEP1JIhPZyI1hSo9pNO64bk2kI23nw1kQtwtkfLRE.jpg
0	2011	2	14	50 Anos A Mil	Lobão	Nova Fronteira	Não Ficção	3.961	978-85-20924-46-4	600	https://www.publishnews.com.br/estaticos/uploads/livro/50%20anos%20a%20mil.jpg
0	2011	2	15	Comprometida	Elizabeth Gilbert	Objetiva	Não Ficção	3.920	978-85-39000-76-0	240	https://www.publishnews.com.br/estaticos/uploads/livro/201009201104525042064780834.jpg
0	2011	2	16	O Pequeno Príncipe	Antoine Saint-Exupéry	Agir	Infantojuvenil	3.887	978-85-22005-23-9	94	https://www.publishnews.com.br/estaticos/uploads/2015/07/UY2y1RdJ4JqUpvpY55PSUhDICVIAr046ge5nK0CGiyMNG8LOYqiZd5nJEWFO1btQmPygvZ4FruOFRpH3.jpg
0	2011	2	17	Morte E Vida De Charlie St. Cloud	Ben Sherwood	Novo Conceito	Ficção	3.679	978-85-63219-18-3	304	https://www.publishnews.com.br/estaticos/uploads/livro/morte%20e%20vida.jpg
0	2011	2	18	Guia Politicamente Incorreto Da História Do Brasil	Leandro Narloch	Leya	Não Ficção	3.407	978-85-62936-06-7	304	https://www.publishnews.com.br/estaticos/uploads/livro/2010092011174267473813071.jpg
0	2011	2	19	O Semeador De Idéias	Augusto Cury	Academia	Ficção	3.406	978-85-60096-93-0	272	https://www.publishnews.com.br/estaticos/uploads/livro/o%20semeador.jpg
0	2011	2	20	51 Atitudes Para Vencer Na Vida E Na Carreira	Carlos Hilsdorf	Clio Editora	Negócios	3.390	978-85-78310-43-1	110	https://www.publishnews.com.br/estaticos/uploads/livro/2010092112143631-252098908.jpg
9	2011	2	1	A Cabana	William P. Young	Arqueiro	9	8.852	978-85-99296-36-3	240	https://www.publishnews.com.br/estaticos/uploads/livro/20100920110609551982376217.jpg
9	2011	2	2	Querido John	Nicholas Sparks	Novo Conceito	9	7.440	978-85-63219-02-2	288	https://www.publishnews.com.br/estaticos/uploads/livro/201009201103445351799044711.jpg
9	2011	2	3	Diário De Uma Paixão	Nicholas Sparks	Novo Conceito	9	6.807	978-85-63219-20-6	256	https://www.publishnews.com.br/estaticos/uploads/livro/diario%20de%20uma%20paixao.jpg
9	2011	2	4	A Última Música	Nicholas Sparks	Novo Conceito	9	4.931	978-85-63219-07-7	400	https://www.publishnews.com.br/estaticos/uploads/livro/201009201106373951199167663.jpg
9	2011	2	5	Fora De Mim	Martha Medeiros	Objetiva	9	4.444	978-85-39001-12-5	136	https://www.publishnews.com.br/estaticos/uploads/livro/forademim.jpg
9	2011	2	6	O Milagre	Nicholas Sparks	Agir	9	4.166	978-85-20924-82-2	239	https://www.publishnews.com.br/estaticos/uploads/livro/o%20milagre.jpg
9	2011	2	7	Morte E Vida De Charlie St. Cloud	Ben Sherwood	Novo Conceito	9	3.679	978-85-63219-18-3	304	https://www.publishnews.com.br/estaticos/uploads/livro/morte%20e%20vida.jpg
9	2011	2	8	O Semeador De Idéias	Augusto Cury	Academia	9	3.406	978-85-60096-93-0	272	https://www.publishnews.com.br/estaticos/uploads/livro/o%20semeador.jpg
9	2011	2	9	A Batalha Do Apocalipse	Eduardo Spohr	Verus	9	3.228	978-85-76860-76-1	582	https://www.publishnews.com.br/estaticos/uploads/livro/20100920110910671416755726.jpg
9	2011	2	10	O Menino Do Pijama Listrado	John Boyne	Seguinte	9	2.410	978-85-35911-12-1	200	https://www.publishnews.com.br/estaticos/uploads/livro/201009201127303311312868066.jpg
9	2011	2	11	O Símbolo Perdido	Dan Brown	Arqueiro	9	2.193	978-85-99296-55-4	512	https://www.publishnews.com.br/estaticos/uploads/livro/201009201115308161853624048.jpg
9	2011	2	12	Depois Da Escuridão	Sidney Sheldon E Tilly Bagshawe	Record	9	2.183	85-01-09099-9	464	https://www.publishnews.com.br/estaticos/uploads/livro/escuridao.jpg
9	2011	2	13	Crescendo	Becca Fitzpatrick	Intrínseca	9	1.920	978-85-80570-09-0	288	https://www.publishnews.com.br/estaticos/uploads/livro/crescendo.jpg
9	2011	2	14	Amanhecer	Stephenie Meyer	Intrínseca	9	1.746	978-85-98078-46-5	576	https://www.publishnews.com.br/estaticos/uploads/livro/20100920112246299136795256.jpg
9	2011	2	15	A Hospedeira	Stephenie Meyer	Intrínseca	9	1.732	978-85-98078-59-5	560	https://www.publishnews.com.br/estaticos/uploads/livro/A%20hospedeira.jpg
9	2011	2	16	4 Vidas De Um Cachorro	W. Bruce Cameron	Agir	9	1.366	978-85-22012-00-8	288	https://www.publishnews.com.br/estaticos/uploads/2015/07/nIUgr1SHl1PExHUcVRcnbbZyME4heMvfCRyUr2VVeRAZXUHKrTL8NsIcppxo1DlohrXGAnuM8TcdNvhm.jpg
9	2011	2	17	Terra De Sombras	Alyson Noël	Intrínseca	9	1.053	978-85-98078-98-4	280	https://www.publishnews.com.br/estaticos/uploads/livro/terra%20de%20sombras.jpg
9	2011	2	18	Cilada	Harlan Coben	Arqueiro	9	990	978-85-99296-93-6	272	https://www.publishnews.com.br/estaticos/uploads/livro/cilada.jpg
9	2011	2	19	O Vendedor De Sonhos	Augusto Cury	Academia	9	961	978-85-60096-27-5	296	https://www.publishnews.com.br/estaticos/uploads/livro/20100920111806341007267731.jpg
9	2011	2	20	Pureza Mortal	Nora Roberts	Bertrand Brasil	9	891	978-85-28614-72-5	434	https://www.publishnews.com.br/estaticos/uploads/livro/pureza%20mortal.jpg
13	2011	2	1	1822	Laurentino Gomes	Nova Fronteira	13	7.617	978-85-20924-09-9	372	https://www.publishnews.com.br/estaticos/uploads/livro/2010092011013222251248457.jpg
13	2011	2	2	Comer, Rezar, Amar	Elizabeth Gilbert	Objetiva	13	6.556	978-85-73028-92-8	344	https://www.publishnews.com.br/estaticos/uploads/livro/20100920110423973103680224.jpg
13	2011	2	3	1808	Laurentino Gomes	Planeta Do Brasil	13	4.779	978-85-76653-20-2	408	https://www.publishnews.com.br/estaticos/uploads/2015/08/XaCIqllM86TMxuB6ihP3170WUUMuxTx2lgRk9FAyJ6Txm9dKWvj3OX2pUeNKQFFsBK73KN7URVrp2b8T.jpg
13	2011	2	4	3096 Dias	Natascha Kampusch	Verus	13	4.280	978-85-76861-07-2	225	https://www.publishnews.com.br/estaticos/uploads/livro/3096%20dias.jpg
13	2011	2	5	50 Anos A Mil	Lobão	Nova Fronteira	13	3.961	978-85-20924-46-4	600	https://www.publishnews.com.br/estaticos/uploads/livro/50%20anos%20a%20mil.jpg
13	2011	2	6	Comprometida	Elizabeth Gilbert	Objetiva	13	3.920	978-85-39000-76-0	240	https://www.publishnews.com.br/estaticos/uploads/livro/201009201104525042064780834.jpg
13	2011	2	7	Guia Politicamente Incorreto Da História Do Brasil	Leandro Narloch	Leya	13	3.407	978-85-62936-06-7	304	https://www.publishnews.com.br/estaticos/uploads/livro/2010092011174267473813071.jpg
13	2011	2	8	Vida	Keith Richards	Globo Livros	13	3.248	978-85-25049-31-5	672	https://www.publishnews.com.br/estaticos/uploads/livro/vida.jpg
13	2011	2	9	Ricardo Amaral Apresenta Vaudeville	Ricardo Amaral	Leya	13	2.031	978-85-80440-23-2	488	https://www.publishnews.com.br/estaticos/uploads/livro/ricardo%20amaral.jpg
13	2011	2	10	Mentes Perigosas - O Psicopata Mora Ao Lado	Ana Beatriz Silvia	Fontanar	13	1.983	978-85-73029-16-1	210	https://www.publishnews.com.br/estaticos/uploads/livro/20100920112843408-1278583075.jpg
13	2011	2	11	Não Há Silêncio Que Não Termine	Ingrid Betancourt	Companhia Das Letras	13	1.817	978-85-35917-38-3	560	https://www.publishnews.com.br/estaticos/uploads/2015/07/MLIMNjzEGUz1C03M4AG3LUE7fdQg0BpGe3GSYX5XvKoWhaOr3VvYTHBSZEW4a83bSNPUKNy4scui5SGd.jpg
13	2011	2	12	Meu Pai Fala Cada M*Rda	Justin Halpern	Sextante	13	1.763	978-85-75426-22-7	144	https://www.publishnews.com.br/estaticos/uploads/livro/pai.jpg
13	2011	2	13	Mil Dias Na Toscana	Marlena De Blasi	Sextante	13	1.392	85-75-42619-2	256	https://www.publishnews.com.br/estaticos/uploads/livro/toscana.jpg
13	2011	2	14	Justin Bieber - Primeiro Passo Para A Eternidade	Justin Bieber	Agir	13	1.268	978-85-22012-15-2	240	https://www.publishnews.com.br/estaticos/uploads/livro/justin%20primeiro%20passo.jpg
13	2011	2	15	Nelson Mandela - Conversas Que Tive Comigo	Nelson Mandela	Rocco	13	1.167	978-85-32526-07-6	416	https://www.publishnews.com.br/estaticos/uploads/livro/nelson%20mandela.jpg
13	2011	2	16	O Discurso Do Rei	Peter Conradi / Mark Logue	José Olympio	13	1.114	978-85-03011-04-4	292	https://www.publishnews.com.br/estaticos/uploads/livro/o%20discurso.jpg
13	2011	2	17	Uma Breve História Do Mundo	Geoffrey Blainey	Fundamento	13	1.076	978-85-88350-77-9	344	https://www.publishnews.com.br/estaticos/uploads/livro/2010092011505980-1540772528.jpg
13	2011	2	18	O Mundo Mágico De Escher	M. C. Escher	Ccbb Rio	13	922	85-64-17000-0	167	https://www.publishnews.com.br/estaticos/uploads/livro/escher.jpg
13	2011	2	19	Churchill	Paul Johnson	Nova Fronteira	13	642	978-85-20924-24-2	160	https://www.publishnews.com.br/estaticos/uploads/livro/churchill.jpg
13	2011	2	20	Tudo Sobre Arte	Stephen Farthing	Sextante	13	638	978-85-99296-84-4	576	https://www.publishnews.com.br/estaticos/uploads/livro/tudo%20sobre%20arte.jpg
5	2011	2	1	Ágape	Padre Marcelo Rossi	Globo Livros	5	49.922	978-85-25048-95-0	128	https://pictures.abebooks.com/isbn/9788525048950-us.jpg
5	2011	2	2	Por Que Os Homens Amam As Mulheres Poderosas?	Sherry Argov	Sextante	5	5.198	978-85-75424-88-9	192	https://pictures.abebooks.com/isbn/9788575424889-us.jpg
5	2011	2	3	O Poder	Rhonda Byrne	Agir	5	2.802	978-85-22012-30-5	272	https://www.publishnews.com.br/estaticos/uploads/livro/o%20poder.jpg
5	2011	2	4	O Que Realmente Importa? (Gente)	Anderson Cavalcante	Gente	5	2.369	978-85-73126-52-5	152	https://pictures.abebooks.com/isbn/9788573126525-us.jpg
5	2011	2	5	Quem Pensa Enriquece	Napoleon Hill	Fundamento	5	1.913	978-85-76766-30-8	248	https://pictures.abebooks.com/isbn/9788576766308-us.jpg
5	2011	2	6	Cardápios Nota 10	Guilherme De Azevedo Ribeiro	Bertrand Brasil	5	1.871	978-85-28614-62-6	84	https://www.publishnews.com.br/estaticos/uploads/livro/cardapios.jpg
5	2011	2	7	Dr House - Um Guia Para A Vida	Toni De La Torre	Lua De Papel	5	1.796	978-85-63066-29-9	156	https://www.publishnews.com.br/estaticos/uploads/livro/dr%20house.jpg
5	2011	2	8	De Frente Com A Verdade	Monica De Castro	Vida E Consciência	5	1.581	978-85-77221-53-0	352	https://www.publishnews.com.br/estaticos/uploads/livro/de%20frente.jpg
5	2011	2	9	Se Abrindo Pra Vida	Zibia Gasparetto	Vida E Consciência	5	1.477	978-85-77220-79-3	368	https://www.publishnews.com.br/estaticos/uploads/livro/20100920113314518395989887.jpg
5	2011	2	10	Por Que Os Homens Se Casam Com As Mulheres Poderosas?	Sherry Argov	Bestseller	5	1.425	978-85-76844-77-8	272	https://www.publishnews.com.br/estaticos/uploads/livro/201009201147426111359820367.jpg
5	2011	2	11	O Poder Do Agora	Eckhart Tolle	Sextante	5	1.382	978-85-75420-27-0	224	https://www.publishnews.com.br/estaticos/uploads/2015/08/4QvdLnBYXQgMrM2cZWZpfiNxxwIZheAaHTnANTFdadJig4P6k91W1xBH76Fe6qitoYtIZPwysRJf7m00.jpg
5	2011	2	12	20 Passos Para A Paz Interior	Padre Reginaldo Manzotti	Agir	5	1.352	978-85-22012-31-2	256	https://www.publishnews.com.br/estaticos/uploads/livro/vinte%20passos.jpg
5	2011	2	13	O Efeito Sombra	Deepak Chopra, Debbie Ford E Marianne Williamson	Lua De Papel	5	1.345	978-85-63066-13-8	248	https://www.publishnews.com.br/estaticos/uploads/livro/201009201127041911149030732.jpg
5	2011	2	14	Eles Continuam Entre Nós - Vol. 2	Zibia Gasparetto	Vida E Consciência	5	990	978-85-77221-21-9	208	https://www.publishnews.com.br/estaticos/uploads/2015/07/21VCThM5nROqfKoXiPJwsi6p1vY5Q8LsK7EhNgReN4w0vFHRFM3E1Mb7ZwHyEOVdHueoKtunT2LlZMxW.jpg
5	2011	2	15	Nunca Desista Dos Seus Sonhos	Augusto Cury	Sextante	5	965	978-85-75421-49-9	160	https://www.publishnews.com.br/estaticos/uploads/livro/2010092011520717641370214.jpg
5	2011	2	16	Salomão, O Homem Mais Rico Que Já Existiu	Steven K. Scott	Sextante	5	840	978-85-75424-16-2	176	https://www.publishnews.com.br/estaticos/uploads/livro/20101001102319207-1479774491.jpg
5	2011	2	17	A Vida É Feita De Escolhas	Dalcides Biscalquin	Loyola	5	749	978-85-15037-79-7	136	https://www.publishnews.com.br/estaticos/uploads/2015/07/IvXWDoUt8awXLPlUYDbuEyQSqgdJyg0f0fmo7XbjrAtFVNNVckSZETAZD3DqztJEp9jgEFHdM2EID1p4.jpg
5	2011	2	18	O Poder Do Subconsciente / Orar É A Solução	Joseph Murphy	Bestbolso	5	626	978-85-77993-19-2	378	https://www.publishnews.com.br/estaticos/uploads/2015/07/tk9iha06ly2KC7eCfUd7zYsLvdpEbJDKwzBc5XqStF02NweaatxjovCXd5pB30LrPknbEnloAA2ldKK1.jpg
5	2011	2	19	Encontre Deus Na Cabana	Randal Rauser	Planeta Do Brasil	5	577	978-85-76654-63-6	176	https://www.publishnews.com.br/estaticos/uploads/livro/20100920113603112205219721.jpg
5	2011	2	20	O Amor É Para Os Fortes	Marcelo Cezar	Vida E Consciência	5	427	978-85-77220-94-6	400	https://www.publishnews.com.br/estaticos/uploads/livro/2010092011303296-1462655070.jpg
11	2011	2	1	O Pequeno Príncipe	Antoine Saint-Exupéry	Agir	11	3.887	978-85-22005-23-9	94	https://www.publishnews.com.br/estaticos/uploads/2015/07/UY2y1RdJ4JqUpvpY55PSUhDICVIAr046ge5nK0CGiyMNG8LOYqiZd5nJEWFO1btQmPygvZ4FruOFRpH3.jpg
11	2011	2	2	A Pirâmide Vermelha	Rick Riordan	Intrínseca	11	3.101	978-85-98078-97-7	448	https://www.publishnews.com.br/estaticos/uploads/livro/a%20piramide%20vermelha.jpg
11	2011	2	3	O Ladrão De Raios	Rick Riordan	Intrínseca	11	2.968	978-85-98078-39-7	400	https://www.publishnews.com.br/estaticos/uploads/livro/20100920111022770-1274342636.jpg
11	2011	2	4	Club Penguin - Um Dia De Puffle	Disney	Melhoramentos	11	2.557	978-85-06064-63-4	80	https://www.publishnews.com.br/estaticos/uploads/livro/Club%20Penguin%20-%20Um%20dia%20de%20Puffle.jpg
11	2011	2	5	O Mar De Monstros	Rick Riordan	Intrínseca	11	2.401	978-85-98078-44-1	304	https://www.publishnews.com.br/estaticos/uploads/livro/20100920111318129-2052156165.jpg
11	2011	2	6	Club Penguin Quadrinhos - V.1	Disney	Melhoramentos	11	2.260	978-85-06064-43-6	48	https://www.publishnews.com.br/estaticos/uploads/livro/club%20penguin%20quadrinhos.jpg
11	2011	2	7	Club Penguin - O Super-Repórter	Disney	Melhoramentos	11	2.115	978-85-06062-87-6	80	https://www.publishnews.com.br/estaticos/uploads/2015/07/sxuaeLZk07s0SeY4yERfFw5jlWZdkO6fXmrLRduH4OJyBKmUgehMfmjmXE8lnx49df6vFlgkh4qsjjss.png
11	2011	2	8	Club Penguin - Aquela Do Pinguim	Vários	Melhoramentos	11	2.034	978-85-06061-35-0	64	https://www.publishnews.com.br/estaticos/uploads/livro/20100920111343582638501925.jpg
11	2011	2	9	O Último Olimpiano	Rick Riordan	Intrínseca	11	1.910	978-85-98078-90-8	384	https://www.publishnews.com.br/estaticos/uploads/livro/201009201103165511475636426.jpg
11	2011	2	10	Diário De Um Banana - Um Romance Em Quadrinhos	Jeff Kinney	Vr Editora	11	1.680	978-85-76831-30-3	218	https://www.publishnews.com.br/estaticos/uploads/2015/08/rTnVyaccFD4QTVGvguUf4nSMMoQXdE8IULZXXI3XgrJxMXtNaRke5awQCp5qb9SbGybcl9BSJ1XH8pI4.jpg
11	2011	2	11	Rangers - Resgate De Erak	John Flanagan	Fundamento	11	1.570	978-85-76768-63-0	392	https://www.publishnews.com.br/estaticos/uploads/livro/rangers%20resgate%20erak.jpg
11	2011	2	12	A Maldição Do Titã	Rick Riordan	Intrínseca	11	1.489	978-85-98078-58-8	336	https://www.publishnews.com.br/estaticos/uploads/livro/2010092011222518-1762025362.jpg
11	2011	2	13	Querido Diário Otário - Vol. 10	Jim Benton	Fundamento	11	1.274	978-85-76769-51-4	160	https://www.publishnews.com.br/estaticos/uploads/livro/querido%20diario%2010.jpg
11	2011	2	14	Querido Diário Otário - Vol. 1	Jim Benton	Fundamento	11	1.174	978-85-76761-73-0	112	https://www.publishnews.com.br/estaticos/uploads/livro/20100920113251706-320191674.jpg
11	2011	2	15	A Batalha Do Labirinto	Rick Riordan	Intrínseca	11	1.070	978-85-98078-70-0	392	https://www.publishnews.com.br/estaticos/uploads/livro/20100920112530847-1759761856.jpg
11	2011	2	16	Diário De Um Banana - Faça Você Mesmo	Jeff Kinney	Vr Editora	11	1.013	978-85-76832-58-4	218	https://www.publishnews.com.br/estaticos/uploads/2015/07/nSoYW7jC2SdIT1K2MbNxpqdPVe7JcGMKYDpefYtzXqYszqYtlAUM5xKW0ydi65pONUrVckiYOnYWumtt.jpg
11	2011	2	17	Diário De Uma Garota Nada Popular	Rachel Renee Russell	Verus	11	984	978-85-76861-03-4	288	https://www.publishnews.com.br/estaticos/uploads/livro/diario%20de%20uma%20menina.jpg
11	2011	2	18	Diário De Um Banana - A Gota D'Água	Jeff Kinney	Vr Editora	11	877	978-85-76832-29-4	218	https://www.publishnews.com.br/estaticos/uploads/livro/20100920112631394586236738.jpg
11	2011	2	19	Club Penguin - O Passageiro Clandestino	Vários	Melhoramentos	11	843	978-85-06061-36-7	80	https://www.publishnews.com.br/estaticos/uploads/livro/20100920111423722-1051631217.jpg
11	2011	2	20	Club Penguin - Guia Oficial	Vários	Melhoramentos	11	839	978-85-06061-14-5	92	https://www.publishnews.com.br/estaticos/uploads/2015/07/wspyjLw1yghedA76eFGBL8AduO2rStw7Q7lOBwxeTY2hRoRzvkr5p4v8JsVPLbgkBhjLymHiPWZbzXNd.png
8	2011	2	1	O Monge E O Executivo	James Hunter	Sextante	8	4.087	978-85-75421-02-4	144	https://www.publishnews.com.br/estaticos/uploads/2015/07/CjlXUUI3ZPUy92oz4ZzL2KrFM4hpsZq0xmyZ6OgxEP1JIhPZyI1hSo9pNO64bk2kI23nw1kQtwtkfLRE.jpg
8	2011	2	2	51 Atitudes Para Vencer Na Vida E Na Carreira	Carlos Hilsdorf	Clio Editora	8	3.390	978-85-78310-43-1	110	https://www.publishnews.com.br/estaticos/uploads/livro/2010092112143631-252098908.jpg
8	2011	2	3	Os Segredos Da Mente Milionária	T. Harv Eker	Sextante	8	3.042	978-85-75422-39-7	176	https://www.publishnews.com.br/estaticos/uploads/2015/08/flQqYuiyxm1OThx3kMyaVlegJFP98SPiBIeASQRjroLrR6Sh47nP2JAYg05VAjpOHBktd85lsxQf6PvK.jpg
8	2011	2	4	Bilionários Por Acaso	Ben Mezrich	Intrínseca	8	2.943	978-85-98078-94-6	232	https://www.publishnews.com.br/estaticos/uploads/2015/07/SvT3X8gKys50UNxUkitLuxaxyRwTONFGg8euUX4fxCK6G3XfJOSX5Y2WOlWt8Xw0RuIvBECAXLtakKnW.jpg
8	2011	2	5	Não Tenha Medo De Ser Chefe	Bruce Tulgan	Sextante	8	1.247	978-85-75425-11-4	192	https://www.publishnews.com.br/estaticos/uploads/livro/201009211208366881226018316.jpg
8	2011	2	6	12 Meses Para Enriquecer	Marcos Silvestre	Lua De Papel	8	1.223	978-85-63066-25-1	288	https://www.publishnews.com.br/estaticos/uploads/livro/12%20meses.jpg
8	2011	2	7	Casais Inteligentes Enriquecem Juntos	Gustavo Cerbasi	Gente	8	1.158	978-85-73124-39-2	166	https://www.publishnews.com.br/estaticos/uploads/2015/08/EVFSIj8Rh4LT6szujqdO8VT5DeUXtIdvGuO2MRgPXZuBQQXU7R0VSobu3nalHkJl7RfenvHcaO2WaaYB.jpg
8	2011	2	8	A Arte Da Guerra - Os Treze Capítulos Originais	Sun Tzu	Jardim Dos Livros	8	1.088	978-85-60018-00-0	160	https://www.publishnews.com.br/estaticos/uploads/2015/08/iCgVcopEp5XnnbCzzOG4s7uQEge9i55bSOElk1qAfFpMVMX9Kahm9EW9mBUvQhLd4kWJbfvRDsHovcfq.jpg
8	2011	2	9	A Cabeça De Steve Jobs	Leander Kahener	Agir	8	953	978-85-22009-77-0	304	https://www.publishnews.com.br/estaticos/uploads/livro/201009201159069548302179.jpg
8	2011	2	10	O Verdadeiro Poder	Vicente Falconi Campos	Indg	8	943	978-85-98254-41-8	159	https://www.publishnews.com.br/estaticos/uploads/livro/201009201157259231732549081.jpg
8	2011	2	11	Pai Rico, Pai Pobre	Robert T. Kiyosaki / Sharon L. Lechter	Elsevier	8	691	978-85-35206-23-4	192	https://www.publishnews.com.br/estaticos/uploads/2015/08/oUD56nLXChYZ4cwv9nvJ4t4MnPJRuI4czZpNF9wwzKUmDCI9zrKrspL92Fj844gN9wi06tMBuPZyH9zP.jpg
8	2011	2	12	Faça O Que Tem Que Ser Feito	Bob Nelson	Sextante	8	668	978-85-75420-49-2	144	https://www.publishnews.com.br/estaticos/uploads/livro/faca%20o%20que%20tem.jpg
8	2011	2	13	O Efeito Facebook	David Kirkpatrick	Intrínseca	8	614	978-85-80570-11-3	392	https://www.publishnews.com.br/estaticos/uploads/livro/o%20efeito%20fb.jpg
8	2011	2	14	A Estratégia Do Oceano Azul	Kim, W Chan / Renee Mauborgne	Elsevier	8	581	978-85-35215-24-3	268	https://www.publishnews.com.br/estaticos/uploads/livro/20100921120703220-939520168.jpg
8	2011	2	15	O Segredo De Luísa	Fernando Dolabela	Sextante	8	514	978-85-75423-38-7	304	https://www.publishnews.com.br/estaticos/uploads/livro/201009211205313921379151436.jpg
8	2011	2	16	100 Maneiras De Motivar As Pessoas	Scott Richardson / S. Chandler	Sextante	8	488	978-85-75424-10-0	176	https://www.publishnews.com.br/estaticos/uploads/livro/100%20maneiras%20de%20motivar%20as%20pessoas.jpg
8	2011	2	17	Como Se Tornar Um Líder Servidor	James Hunter	Sextante	8	409	978-85-75422-10-6	144	https://www.publishnews.com.br/estaticos/uploads/livro/20100921121312266-511379086.jpg
8	2011	2	18	Descubra Seus Pontos Fortes	Marcus Buckingham / Donald O. Clifton	Sextante	8	382	978-85-75423-92-9	272	https://www.publishnews.com.br/estaticos/uploads/2015/08/DyVHuIIcyT5vhLbO5fOY3LwxZAPBiZRyEFWkxFR6IQqoVYtQY1SDZidIInDjc27sUCgarZhN4XospMr1.jpg
8	2011	2	19	Gerenciamento Da Rotina Do Trabalho Do Dia-A-Dia	Vicente Falconi Campos	Indg	8	317	978-85-98254-03-6	266	https://www.publishnews.com.br/estaticos/uploads/livro/gerenciamento.jpg
8	2011	2	20	Superdicas Para Se Tornar Um Verdadeiro Lider	Paulo Gaudencio	Saraiva	8	226	978-85-02066-92-2	136	https://www.publishnews.com.br/estaticos/uploads/livro/superdica%20lider.jpg
